,home_win_percent,road_win_percent,series_win_percent
0,0.5,0.4,0.4065
1,0.5,0.40101010101,0.407439470205
2,0.5,0.40202020202,0.408379091909
3,0.5,0.40303030303,0.409318863567
4,0.5,0.40404040404,0.410258783633
5,0.5,0.405050505051,0.41119885056
6,0.5,0.406060606061,0.412139062804
7,0.5,0.407070707071,0.413079418818
8,0.5,0.408080808081,0.414019917056
9,0.5,0.409090909091,0.414960555973
10,0.5,0.410101010101,0.415901334022
11,0.5,0.411111111111,0.416842249657
12,0.5,0.412121212121,0.417783301333
13,0.5,0.413131313131,0.418724487503
14,0.5,0.414141414141,0.419665806622
15,0.5,0.415151515152,0.420607257144
16,0.5,0.416161616162,0.421548837523
17,0.5,0.417171717172,0.422490546213
18,0.5,0.418181818182,0.423432381668
19,0.5,0.419191919192,0.424374342342
20,0.5,0.420202020202,0.425316426689
21,0.5,0.421212121212,0.426258633164
22,0.5,0.422222222222,0.427200960219
23,0.5,0.423232323232,0.428143406311
24,0.5,0.424242424242,0.429085969892
25,0.5,0.425252525253,0.430028649416
26,0.5,0.426262626263,0.430971443339
27,0.5,0.427272727273,0.431914350113
28,0.5,0.428282828283,0.432857368193
29,0.5,0.429292929293,0.433800496033
30,0.5,0.430303030303,0.434743732087
31,0.5,0.431313131313,0.435687074809
32,0.5,0.432323232323,0.436630522653
33,0.5,0.433333333333,0.437574074074
34,0.5,0.434343434343,0.438517727525
35,0.5,0.435353535354,0.439461481461
36,0.5,0.436363636364,0.440405334335
37,0.5,0.437373737374,0.441349284602
38,0.5,0.438383838384,0.442293330716
39,0.5,0.439393939394,0.44323747113
40,0.5,0.440404040404,0.444181704299
41,0.5,0.441414141414,0.445126028678
42,0.5,0.442424242424,0.446070442719
43,0.5,0.443434343434,0.447014944878
44,0.5,0.444444444444,0.447959533608
45,0.5,0.445454545455,0.448904207363
46,0.5,0.446464646465,0.449848964598
47,0.5,0.447474747475,0.450793803766
48,0.5,0.448484848485,0.451738723321
49,0.5,0.449494949495,0.452683721719
50,0.5,0.450505050505,0.453628797412
51,0.5,0.451515151515,0.454573948855
52,0.5,0.452525252525,0.455519174502
53,0.5,0.453535353535,0.456464472807
54,0.5,0.454545454545,0.457409842224
55,0.5,0.455555555556,0.458355281207
56,0.5,0.456565656566,0.459300788211
57,0.5,0.457575757576,0.460246361689
58,0.5,0.458585858586,0.461192000095
59,0.5,0.459595959596,0.462137701884
60,0.5,0.460606060606,0.463083465509
61,0.5,0.461616161616,0.464029289425
62,0.5,0.462626262626,0.464975172086
63,0.5,0.463636363636,0.465921111946
64,0.5,0.464646464646,0.466867107459
65,0.5,0.465656565657,0.467813157078
66,0.5,0.466666666667,0.468759259259
67,0.5,0.467676767677,0.469705412455
68,0.5,0.468686868687,0.470651615121
69,0.5,0.469696969697,0.471597865709
70,0.5,0.470707070707,0.472544162676
71,0.5,0.471717171717,0.473490504473
72,0.5,0.472727272727,0.474436889557
73,0.5,0.473737373737,0.47538331638
74,0.5,0.474747474747,0.476329783397
75,0.5,0.475757575758,0.477276289061
76,0.5,0.476767676768,0.478222831828
77,0.5,0.477777777778,0.479169410151
78,0.5,0.478787878788,0.480116022484
79,0.5,0.479797979798,0.481062667281
80,0.5,0.480808080808,0.482009342996
81,0.5,0.481818181818,0.482956048084
82,0.5,0.482828282828,0.483902780998
83,0.5,0.483838383838,0.484849540193
84,0.5,0.484848484848,0.485796324123
85,0.5,0.485858585859,0.486743131241
86,0.5,0.486868686869,0.487689960002
87,0.5,0.487878787879,0.48863680886
88,0.5,0.488888888889,0.489583676269
89,0.5,0.489898989899,0.490530560683
90,0.5,0.490909090909,0.491477460556
91,0.5,0.491919191919,0.492424374342
92,0.5,0.492929292929,0.493371300496
93,0.5,0.493939393939,0.494318237471
94,0.5,0.494949494949,0.495265183722
95,0.5,0.49595959596,0.496212137702
96,0.5,0.49696969697,0.497159097866
97,0.5,0.49797979798,0.498106062667
98,0.5,0.49898989899,0.499053030561
99,0.5,0.5,0.5
100,0.505050505051,0.4,0.412672827987
101,0.505050505051,0.401061116213,0.413662831354
102,0.505050505051,0.402122232425,0.414652967604
103,0.505050505051,0.403183348638,0.415643234948
104,0.505050505051,0.404244464851,0.416633631593
105,0.505050505051,0.405305581063,0.417624155749
106,0.505050505051,0.406366697276,0.418614805624
107,0.505050505051,0.407427813488,0.419605579428
108,0.505050505051,0.408488929701,0.42059647537
109,0.505050505051,0.409550045914,0.421587491658
110,0.505050505051,0.410611162126,0.422578626501
111,0.505050505051,0.411672278339,0.423569878108
112,0.505050505051,0.412733394552,0.424561244689
113,0.505050505051,0.413794510764,0.425552724452
114,0.505050505051,0.414855626977,0.426544315605
115,0.505050505051,0.415916743189,0.427536016359
116,0.505050505051,0.416977859402,0.428527824921
117,0.505050505051,0.418038975615,0.429519739502
118,0.505050505051,0.419100091827,0.430511758309
119,0.505050505051,0.42016120804,0.431503879551
120,0.505050505051,0.421222324253,0.432496101438
121,0.505050505051,0.422283440465,0.433488422179
122,0.505050505051,0.423344556678,0.434480839982
123,0.505050505051,0.424405672891,0.435473353056
124,0.505050505051,0.425466789103,0.436465959611
125,0.505050505051,0.426527905316,0.437458657855
126,0.505050505051,0.427589021528,0.438451445996
127,0.505050505051,0.428650137741,0.439444322245
128,0.505050505051,0.429711253954,0.44043728481
129,0.505050505051,0.430772370166,0.4414303319
130,0.505050505051,0.431833486379,0.442423461723
131,0.505050505051,0.432894602592,0.443416672489
132,0.505050505051,0.433955718804,0.444409962407
133,0.505050505051,0.435016835017,0.445403329685
134,0.505050505051,0.436077951229,0.446396772533
135,0.505050505051,0.437139067442,0.447390289159
136,0.505050505051,0.438200183655,0.448383877773
137,0.505050505051,0.439261299867,0.449377536583
138,0.505050505051,0.44032241608,0.450371263798
139,0.505050505051,0.441383532293,0.451365057627
140,0.505050505051,0.442444648505,0.452358916279
141,0.505050505051,0.443505764718,0.453352837963
142,0.505050505051,0.444566880931,0.454346820887
143,0.505050505051,0.445627997143,0.455340863262
144,0.505050505051,0.446689113356,0.456334963295
145,0.505050505051,0.447750229568,0.457329119196
146,0.505050505051,0.448811345781,0.458323329174
147,0.505050505051,0.449872461994,0.459317591437
148,0.505050505051,0.450933578206,0.460311904194
149,0.505050505051,0.451994694419,0.461306265655
150,0.505050505051,0.453055810632,0.462300674028
151,0.505050505051,0.454116926844,0.463295127522
152,0.505050505051,0.455178043057,0.464289624346
153,0.505050505051,0.456239159269,0.46528416271
154,0.505050505051,0.457300275482,0.466278740821
155,0.505050505051,0.458361391695,0.467273356889
156,0.505050505051,0.459422507907,0.468268009123
157,0.505050505051,0.46048362412,0.469262695731
158,0.505050505051,0.461544740333,0.470257414924
159,0.505050505051,0.462605856545,0.471252164908
160,0.505050505051,0.463666972758,0.472246943895
161,0.505050505051,0.464728088971,0.473241750091
162,0.505050505051,0.465789205183,0.474236581707
163,0.505050505051,0.466850321396,0.475231436952
164,0.505050505051,0.467911437608,0.476226314033
165,0.505050505051,0.468972553821,0.477221211161
166,0.505050505051,0.470033670034,0.478216126543
167,0.505050505051,0.471094786246,0.47921105839
168,0.505050505051,0.472155902459,0.480206004909
169,0.505050505051,0.473217018672,0.48120096431
170,0.505050505051,0.474278134884,0.482195934802
171,0.505050505051,0.475339251097,0.483190914593
172,0.505050505051,0.476400367309,0.484185901893
173,0.505050505051,0.477461483522,0.485180894911
174,0.505050505051,0.478522599735,0.486175891855
175,0.505050505051,0.479583715947,0.487170890934
176,0.505050505051,0.48064483216,0.488165890358
177,0.505050505051,0.481705948373,0.489160888334
178,0.505050505051,0.482767064585,0.490155883073
179,0.505050505051,0.483828180798,0.491150872783
180,0.505050505051,0.484889297011,0.492145855673
181,0.505050505051,0.485950413223,0.493140829952
182,0.505050505051,0.487011529436,0.494135793828
183,0.505050505051,0.488072645648,0.495130745511
184,0.505050505051,0.489133761861,0.49612568321
185,0.505050505051,0.490194878074,0.497120605133
186,0.505050505051,0.491255994286,0.49811550949
187,0.505050505051,0.492317110499,0.49911039449
188,0.505050505051,0.493378226712,0.50010525834
189,0.505050505051,0.494439342924,0.501100099251
190,0.505050505051,0.495500459137,0.502094915431
191,0.505050505051,0.496561575349,0.503089705089
192,0.505050505051,0.497622691562,0.504084466434
193,0.505050505051,0.498683807775,0.505079197676
194,0.505050505051,0.499744923987,0.506073897022
195,0.505050505051,0.5008060402,0.507068562681
196,0.505050505051,0.501867156413,0.508063192864
197,0.505050505051,0.502928272625,0.509057785778
198,0.505050505051,0.503989388838,0.510052339633
199,0.505050505051,0.505050505051,0.511046852637
200,0.510101010101,0.4,0.418867623971
201,0.510101010101,0.401112131415,0.419908208187
202,0.510101010101,0.40222426283,0.420948900487
203,0.510101010101,0.403336394245,0.421989698812
204,0.510101010101,0.404448525661,0.423030601105
205,0.510101010101,0.405560657076,0.424071605307
206,0.510101010101,0.406672788491,0.42511270936
207,0.510101010101,0.407784919906,0.426153911205
208,0.510101010101,0.408897051321,0.427195208785
209,0.510101010101,0.410009182736,0.428236600041
210,0.510101010101,0.411121314152,0.429278082916
211,0.510101010101,0.412233445567,0.43031965535
212,0.510101010101,0.413345576982,0.431361315285
213,0.510101010101,0.414457708397,0.432403060664
214,0.510101010101,0.415569839812,0.433444889428
215,0.510101010101,0.416681971227,0.434486799518
216,0.510101010101,0.417794102643,0.435528788877
217,0.510101010101,0.418906234058,0.436570855447
218,0.510101010101,0.420018365473,0.437612997169
219,0.510101010101,0.421130496888,0.438655211984
220,0.510101010101,0.422242628303,0.439697497835
221,0.510101010101,0.423354759718,0.440739852664
222,0.510101010101,0.424466891134,0.441782274411
223,0.510101010101,0.425579022549,0.44282476102
224,0.510101010101,0.426691153964,0.443867310431
225,0.510101010101,0.427803285379,0.444909920587
226,0.510101010101,0.428915416794,0.445952589429
227,0.510101010101,0.430027548209,0.446995314899
228,0.510101010101,0.431139679625,0.448038094939
229,0.510101010101,0.43225181104,0.44908092749
230,0.510101010101,0.433363942455,0.450123810494
231,0.510101010101,0.43447607387,0.451166741894
232,0.510101010101,0.435588205285,0.45220971963
233,0.510101010101,0.4367003367,0.453252741645
234,0.510101010101,0.437812468115,0.45429580588
235,0.510101010101,0.438924599531,0.455338910277
236,0.510101010101,0.440036730946,0.456382052778
237,0.510101010101,0.441148862361,0.457425231325
238,0.510101010101,0.442260993776,0.458468443859
239,0.510101010101,0.443373125191,0.459511688322
240,0.510101010101,0.444485256606,0.460554962656
241,0.510101010101,0.445597388022,0.461598264803
242,0.510101010101,0.446709519437,0.462641592705
243,0.510101010101,0.447821650852,0.463684944302
244,0.510101010101,0.448933782267,0.464728317537
245,0.510101010101,0.450045913682,0.465771710353
246,0.510101010101,0.451158045097,0.466815120689
247,0.510101010101,0.452270176513,0.467858546489
248,0.510101010101,0.453382307928,0.468901985694
249,0.510101010101,0.454494439343,0.469945436246
250,0.510101010101,0.455606570758,0.470988896086
251,0.510101010101,0.456718702173,0.472032363157
252,0.510101010101,0.457830833588,0.473075835399
253,0.510101010101,0.458942965004,0.474119310756
254,0.510101010101,0.460055096419,0.475162787168
255,0.510101010101,0.461167227834,0.476206262577
256,0.510101010101,0.462279359249,0.477249734926
